id,nome,squadra,ruolo_classico,ruoli_mantra,is_portiere,giudizio,pct_min,pct_max,pct_display,motivazione,corretto,trappola_assoluta,trappola_nota,occasione_regalo,occasione_nota,quotazione_attuale,fvm,non_in_listone
7125,Idrissi R.,Cagliari,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,3.0,False
7547,Kevin Carlos,Cagliari,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,12.0,30.0,False
7532,Kofler,Cagliari,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,8.0,False
7165,Liteta,Cagliari,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4896,Maldini,Cagliari,A,T;A,False,prendi,1.0,1.0,1% (6cr),sicuro che gioca,False,False,,False,,7.0,25.0,False
7579,Massolin,Cagliari,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
7374,Mendy P.,Cagliari,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,14.0,False
4210,Mina,Cagliari,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,20.0,False
5336,Nzola,Cagliari,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
5701,Obert,Cagliari,D,B;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,15.0,False
3,Radunovic,Cagliari,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7268,Rodriguez Ju.,Cagliari,D,Ds;Dc,False,solo_sotto,,,ultimo slot,Mina/Zappa troppo incostanti,False,False,,False,,5.0,14.0,False
7311,Romano,Cagliari,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,21.0,False
6650,Sherri,Cagliari,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7621,Sugawara,Cagliari,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,15.0,False
7317,Trepy,Cagliari,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
4260,Winks,Cagliari,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,15.0,False
7274,Zè Pedro,Cagliari,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,13.0,False
7127,Addai,Como,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
7126,Baturina,Como,C,T,False,prendi,10.0,10.0,10% (60cr),"occasione, prima 6%",False,False,,False,,21.0,155.0,False
6966,Butez,Como,P,,True,prendi,8.4,8.4,"8,4% (50cr)",ottima scelta,False,False,,False,,15.0,50.0,False
5036,Caqueret,Como,C,C;T,False,prendi,14.0,15.0,14-15% (84-90cr),top centrocampista — confidenza media sul nome,True,False,,False,,7.0,12.0,False
5641,Chalobah T.,Como,D,Dd;Dc,False,prendi,4.0,4.0,4% (24cr),"separato da Ramon, altro ""regalo""",True,False,,False,,10.0,32.0,False
6727,Couto,Como,D,Dd;E,False,prendi,3.0,3.0,3% (18cr),"titolare, proiezione offensiva",False,False,,False,,9.0,32.0,False
5559,Da Cunha,Como,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,18.0,85.0,False
6967,Diao,Como,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,14.0,70.0,False
7017,Douvikas,Como,A,Pc,False,solo_sotto,12.0,13.0,12-13% (72-78cr),occhio al ballottaggio con Kean,False,False,,False,,21.0,180.0,False
418,Goldaniga,Como,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7414,Kaiki,Como,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,13.0,False
6601,Kambwala,Como,D,Dd;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,8.0,False
2097,Kean,Como,A,Pc,False,evita,,,—,mai 18%,False,True,"18% (108cr), Como",False,,25.0,185.0,False
6893,Kempf,Como,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,13.0,False
7357,Lahdo,Como,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6678,Liberali,Como,C,T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,17.0,False
7412,Milla,Como,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,28.0,False
6875,Paz N.,Como,C,T;A,False,evita,,,—,mai 18%,False,True,"18% (108cr), Como",False,,30.0,250.0,False
6151,Perrone,Como,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,11.0,33.0,False
6869,Ramon,Como,D,Dc,False,prendi,4.0,4.0,4% (24cr),"""regalo cosmico""",False,False,,False,,10.0,31.0,False
5453,Ricci S.,Como,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
7129,Rodriguez Je.,Como,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,11.0,26.0,False
6344,Sanchez Ro.,Como,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,15.0,False
7014,Smolcic I.,Como,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
6867,Valle,Como,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,26.0,False
2809,Vigorito,Como,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6908,Atta,Fiorentina,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,15.0,72.0,False
5694,Beto,Fiorentina,A,Pc,False,prendi,7.0,8.0,7-8% (42-48cr),fortemente consigliato,False,False,,False,,14.0,47.0,False
4947,Brescianini,Fiorentina,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,11.0,False
6403,Christensen O.,Fiorentina,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
2521,De Gea,Fiorentina,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,10.0,25.0,False
5885,Dodò,Fiorentina,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,20.0,False
5365,Dragusin,Fiorentina,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,20.0,False
4465,Fagioli,Fiorentina,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,18.0,False
7623,Gnonto,Fiorentina,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,23.0,False
7625,Goncalves P.,Fiorentina,C,W;T,False,prendi,7.0,7.0,7% (42cr),"""Pedro Gonçalves"", scelta definitiva n.1",True,False,,False,,12.0,47.0,False
6531,Jimenez A.,Fiorentina,D,Dd;Ds;E,False,prendi,2.4,2.4,"2,4% (14cr)",investimento importante,False,False,,False,,7.0,17.0,False
7175,Joao Mario,Fiorentina,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,12.0,False
158,Lezzerini,Fiorentina,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7078,Mastantuono,Fiorentina,C,W;T,False,solo_sotto,6.0,7.0,6-7% (36-42cr),secondario a Goncalves,False,False,,False,,11.0,39.0,False
6294,Ndour,Fiorentina,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,18.0,False
6827,Njie,Fiorentina,C,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,25.0,False
7464,Oulai,Fiorentina,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,18.0,False
5449,Parisi,Fiorentina,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
7023,Pellegrino M.,Fiorentina,A,Pc,False,solo_sotto,,,—,tenerlo se già preso,False,False,,False,,14.0,50.0,False
5603,Pongracic,Fiorentina,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,8.0,False
4378,Ranieri L.,Fiorentina,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,10.0,False
7294,Valdepenas,Fiorentina,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,13.0,False
7410,Viery,Fiorentina,D,Ds;Dc,False,prendi,1.0,1.0,1% (6cr),preferito a Dragusin,True,False,,False,,5.0,12.0,False
7540,Akpoguma,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,6.0,False
5424,Amey,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7610,Birligea,Frosinone,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,7.0,False
7612,Bobcek,Frosinone,A,Pc,False,solo_sotto,0.8333333333333334,0.8333333333333334,max 5cr,scegliere solo uno dei due,False,False,,False,,8.0,15.0,False
7469,Bracaglia,Frosinone,D,Ds;Dc,False,prendi,1.0,1.0,1% (6cr),preferito a Monterisi,False,False,,False,,8.0,16.0,False
7467,Calvani,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,13.0,False
7472,Calò,Frosinone,C,M;C,False,prendi,2.0,2.0,2% (12cr),"""nostro giocatore""",False,False,,True,2% (12cr),8.0,27.0,False
7473,Cichella,Frosinone,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,12.0,False
5757,Cittadini,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,8.0,False
7463,Desplanches,Frosinone,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
7456,El Azzouzi A.,Frosinone,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6506,Fini,Frosinone,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,13.0,False
6241,Gelli F.,Frosinone,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,6.0,False
6530,Ghedjemis,Frosinone,A,W;A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,25.0,False
7550,Grillitsch,Frosinone,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
6903,Hasa,Frosinone,C,C;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,5.0,False
5725,Kone B.,Frosinone,C,C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,3.0,False
6204,Kvernadze,Frosinone,A,W;A,False,prendi,1.0,1.0,<1% (6cr),possibile sorpresa Serie A,False,False,,False,,8.0,30.0,False
7466,Lolic,Frosinone,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6917,Masini,Frosinone,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,8.0,False
4952,Monterisi,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,13.0,False
7553,Omar Fayed,Frosinone,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
6238,Oyono A.,Frosinone,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,10.0,False
6415,Palmisani,Frosinone,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
7560,Pisseri,Frosinone,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5436,Raimondo,Frosinone,A,Pc,False,solo_sotto,0.8333333333333334,0.8333333333333334,max 5cr,scegliere solo uno dei due,False,False,,False,,11.0,55.0,False
7551,Schmid,Frosinone,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,8.0,23.0,False
7605,Tchato,Frosinone,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,8.0,False
4375,Terzic,Frosinone,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,8.0,False
5998,Zerbin,Frosinone,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,12.0,False
7341,Amorim,Genoa,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,11.0,False
5823,Baldanzi,Genoa,C,T,False,prendi,2.0,2.5,"2-2,5% (12-15cr)",ottima soluzione,False,False,,True,2% (12cr),11.0,24.0,False
7332,Bijlow,Genoa,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,12.0,False
4923,Colombo,Genoa,A,Pc,False,prendi,6.0,6.0,6% (36cr),"rigorista, ottimo acquisto",False,False,,False,,11.0,55.0,False
5742,Drameh,Genoa,D,Dd;Ds;E,False,solo_sotto,1.0,1.0,1% (6cr),ultimo slot,False,False,,False,,3.0,10.0,False
6047,Ehizibue,Genoa,D,Dd;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,10.0,False
795,El Shaarawy,Genoa,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,20.0,False
6020,Ellertsson,Genoa,C,E;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,6.0,14.0,False
5791,Frendrup,Genoa,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,19.0,False
7453,Havel,Genoa,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,5.0,False
6660,Marcandalli,Genoa,D,Dc,False,prendi,1.0,1.0,1% (6cr),titolare per completare reparto,False,False,,False,,6.0,14.0,False
7409,Meichtry,Genoa,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,11.0,False
4970,Messias,Genoa,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,8.0,False
7537,Mitaj,Genoa,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,3.0,10.0,False
7600,Osmajic,Genoa,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,34.0,False
5750,Ostigard,Genoa,D,Dc,False,prendi,4.0,4.0,4% (24cr),vice-rigorista palle inattive,False,False,,False,,10.0,34.0,False
6977,Otoa,Genoa,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,5.0,False
7413,Puczka,Genoa,D,Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,3.0,False
7622,Robinho Junior,Genoa,A,A,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,2.0,False
791,Sabelli,Genoa,D,Dd;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,2.0,5.0,False
219,Sommariva,Genoa,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
5946,Sow,Genoa,C,M;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,14.0,False
6569,Stolz,Genoa,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
2857,Traorè Hj.,Genoa,C,W;T,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,4.0,11.0,False
5514,Vasquez,Genoa,D,Ds;Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,30.0,False
6980,Venturino,Genoa,C,W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,4.0,False
6164,Vitinha O.,Genoa,A,A,False,solo_sotto,1.0,1.0,1% (6cr),se serve completare,False,False,,False,,7.0,12.0,False
4159,Akanji,Inter,D,Dc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,15.0,45.0,False
1870,Barella,Inter,C,C,False,solo_sotto,6.6,6.6,"6,6% (40cr)",ci sono alternative,False,False,,False,,17.0,81.0,False
2120,Bastoni,Inter,D,Dc,False,evita,,,—,"6,6% troppo caro",False,False,,False,,14.0,42.0,False
6217,Bisseck,Inter,D,Dc,False,solo_sotto,3.0,4.0,3-4% (18-24cr),spesso infortunato,False,False,,False,,13.0,36.0,False
6669,Bonny,Inter,A,Pc,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,15.0,False
2194,Calhanoglu,Inter,C,M;C,False,prendi,15.0,15.0,"15% (90cr) (15,5% (93cr))",miglior CC Serie A,False,False,,True,15% (90cr),28.0,242.0,False
5877,Carlos Augusto,Inter,D,B;Ds;E,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,7.0,20.0,False
1926,Di Gennaro,Inter,P,,True,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,1.0,1.0,False
254,Dimarco,Inter,D,E;W,False,solo_sotto,15.0,15.0,15% (90cr),rischioso,False,False,,False,,31.0,250.0,False
6274,Diouf,Inter,C,E;C,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,9.0,43.0,False
7071,Esposito F.P.,Inter,A,Pc,False,prendi,14.0,14.0,14% (84cr),coppia con Thuram (38% tot vs 34% Lautaro),False,False,,True,coppia con Thuram,17.0,105.0,False
5172,Jones C.,Inter,C,C,False,prendi,4.0,4.0,4% (24cr),preferito a Zielinski,False,False,,False,,12.0,42.0,False
5301,Luis Henrique,Inter,C,E;W,False,nessun_consiglio,,,,Nessun consiglio — valutazione libera,False,False,,False,,5.0,12.0,False
